name,type,status
M35 Otros trastornos sistémicos del tejido conjuntivo,clinical problems,1  
M36 Trastornos sistémicos del tejido conjuntivo en enfermedades clasificadas en otra parte,clinical problems,1  
M40 Cifosis y lordosis,clinical problems,1  
M41 Escoliosis,clinical problems,1  
M42 Osteocondrosis de la columna vertebral,clinical problems,1  
M43 Otros trastornos de la columna vertebral,clinical problems,1  
M45 Espondilitis anquilosante,clinical problems,1  
M46 Otras espondilopatías inflamatorias,clinical problems,1  
M47 Espondilosis,clinical problems,1  
M48 Otros trastornos de los discos intervertebrales,clinical problems,1  
M49 Espondilopatías en enfermedades clasificadas en otra parte,clinical problems,1  
M50 Trastornos cervicales de los discos intervertebrales,clinical problems,1  
M51 Otros trastornos de los discos intervertebrales,clinical problems,1  
M53 Otras dorsopatías no clasificadas en otra parte,clinical problems,1  
M54 Dorsalgia,clinical problems,1  
M60 Miositis,clinical problems,1  
M61 Otras afecciones inflamatorias del músculo,clinical problems,1  
M62 Otros trastornos del músculo,clinical problems,1  
M63 Trastornos del músculo en enfermedades clasificadas en otra parte,clinical problems,1  
M65 Sinovitis y tenosinovitis,clinical problems,1  
M66 Rotura espontánea de sinovia y tendones,clinical problems,1  
M67 Otros trastornos de la sinovia y del tendón,clinical problems,1  
M68 Trastornos de la sinovia y del tendón en enfermedades clasificadas en otra parte,clinical problems,1  
M70 Trastornos de tejidos blandos relacionados con el uso, el uso excesivo y la presión,clinical problems,1  
M71 Otras bursopatías,clinical problems,1  
M72 Trastornos fibroblásticos,clinical problems,1  
M73 Trastornos de los tejidos blandos en enfermedades clasificadas en otra parte,clinical problems,1  
M75 Lesiones del hombro,clinical problems,1  
M76 Entesopatías de los miembros inferiores,clinical problems,1  
M77 Otras entesopatías,clinical problems,1  
M79 Otros trastornos de los tejidos blandos,clinical problems,1  
M80 Osteoporosis con fractura patológica,clinical problems,1  
M81 Osteoporosis sin fractura patológica,clinical problems,1  
M82 Osteoporosis en enfermedades clasificadas en otra parte,clinical problems,1  
M83 Osteomalacia del adulto,clinical problems,1  
M84 Trastornos de la continuidad del hueso,clinical problems,1  
M85 Otros trastornos de la densidad y estructura óseas,clinical problems,1  
M86 Osteomielitis,clinical problems,1  
M87 Osteonecrosis,clinical problems,1  
M88 Enfermedad de Paget del hueso [osteítis deformante],clinical problems,1  
M89 Otros trastornos del hueso,clinical problems,1  
M90 Trastornos óseos en enfermedades clasificadas en otra parte,clinical problems,1  
M91 Osteocondrosis juvenil de la cabeza femoral,clinical problems,1  
M92 Otras osteocondrosis juveniles,clinical problems,1  
M93 Otras osteocondropatías,clinical problems,1  
M94 Otros trastornos del cartílago,clinical problems,1  
M95 Otros trastornos adquiridos del sistema osteomuscular y del tejido conjuntivo,clinical problems,1  
M99 Trastornos biomecánicos no clasificados en otra parte,clinical problems,1  
N00 Síndrome nefrítico agudo,clinical problems,1  
N01 Síndrome nefrítico rápidamente progresivo,clinical problems,1  
N02 Hematuria recurrente y persistente,clinical problems,1  
N03 Síndrome nefrítico crónico,clinical problems,1  
N04 Síndrome nefrótico,clinical problems,1  
N05 Síndrome nefrótico no especificado como agudo o crónico,clinical problems,1  
N06 Proteinuria persistente sin síndrome nefrótico,clinical problems,1  
N07 Nefropatía hereditaria,clinical problems,1  
N08 Trastornos glomerulares en enfermedades clasificadas en otra parte,clinical problems,1  
N10 Nefritis tubulointersticial aguda,clinical problems,1  
N11 Nefritis tubulointersticial crónica,clinical problems,1  
N12 Nefritis tubulointersticial, no especificada como aguda o crónica,clinical problems,1  
N13 Uropatía obstructiva y por reflujo,clinical problems,1  
N14 Trastornos renales y ureterales inducidos por fármacos y metales pesados,clinical problems,1  
N15 Otras afecciones renales tubulointersticiales,clinical problems,1  
N16 Trastornos renales tubulointersticiales en enfermedades clasificadas en otra parte,clinical problems,1  
N17 Insuficiencia renal aguda,clinical problems,1  
N18 Enfermedad renal crónica,clinical problems,1  
N19 Insuficiencia renal no especificada,clinical problems,1  
N20 Cálculo del riñón y del uréter,clinical problems,1  
N21 Cálculo de las vías urinarias inferiores,clinical problems,1  
N22 Cálculos urinarios en enfermedades clasificadas en otra parte,clinical problems,1  
N23 Cólico nefrítico,clinical problems,1  
N25 Trastornos tubulares y afecciones renales metabólicas,clinical problems,1  
N26 Riñón contraído, no especificado,clinical problems,1  
N27 Riñón pequeño de causa no especificada,clinical problems,1  
N28 Otras afecciones del riñón y del uréter,clinical problems,1  
N29 Trastornos del riñón y del uréter en enfermedades clasificadas en otra parte,clinical problems,1  
N30 Cistitis,clinical problems,1  
N31 Trastornos funcionales de la vejiga,clinical problems,1  
N32 Otras afecciones de la vejiga,clinical problems,1  
N33 Trastornos de la vejiga en enfermedades clasificadas en otra parte,clinical problems,1  
N34 Uretritis y síndrome uretral,clinical problems,1  
N35 Estenosis de la uretra,clinical problems,1  
N36 Otras afecciones de la uretra,clinical problems,1  
N37 Trastornos de la uretra en enfermedades clasificadas en otra parte,clinical problems,1  
N39 Otros trastornos del sistema urinario,clinical problems,1  
N40 Hiperplasia de la próstata,clinical problems,1  
N41 Inflamación de la próstata,clinical problems,1  
N42 Otras afecciones de la próstata,clinical problems,1  
N43 Hidrocele y espermatocele,clinical problems,1  
N44 Torsión del testículo,clinical problems,1  
N45 Orquitis y epididimitis,clinical problems,1  
N46 Infertilidad masculina,clinical problems,1  
N47 Trastornos del prepucio,clinical problems,1  
N48 Otros trastornos del pene,clinical problems,1  
N49 Trastornos inflamatorios de los órganos genitales masculinos,clinical problems,1  
N50 Otras afecciones de los órganos genitales masculinos,clinical problems,1  
N60 Enfermedades benignas de la mama,clinical problems,1  
N61 Trastornos inflamatorios de la mama,clinical problems,1  
N62 Hipertrofia de la mama,clinical problems,1  
N63 Masa o bulto no especificado en la mama,clinical problems,1  
N64 Otros trastornos de la mama,clinical problems,1  
N70 Salpingitis y ooforitis,clinical problems,1  
N71 Enfermedad inflamatoria del útero,clinical problems,1  
N72 Enfermedad inflamatoria del cuello uterino,clinical problems,1  
N73 Otras enfermedades inflamatorias de los órganos genitales femeninos,clinical problems,1  
N74 Trastornos inflamatorios de los órganos genitales femeninos en enfermedades clasificadas en otra parte,clinical problems,1  
N75 Enfermedades de las glándulas de Bartolino,clinical problems,1  
N76 Otras enfermedades inflamatorias de la vagina y de la vulva,clinical problems,1  
N77 Lesiones ulcerativas y trastornos inflamatorios en enfermedades clasificadas en otra parte,clinical problems,1  
N80 Endometriosis,clinical problems,1  
N81 Prolapso de órganos pélvicos femeninos,clinical problems,1  
N82 Fístulas genitales femeninas,clinical problems,1  
N83 Otros trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho,clinical problems,1  
N84 Pólipo del tracto genital femenino,clinical problems,1  
N85 Otros trastornos no inflamatorios del útero,clinical problems,1  
N86 Erosión y ectropión del cuello uterino,clinical problems,1  
N87 Displasia del cuello uterino,clinical problems,1  
N88 Otros trastornos no inflamatorios del cuello uterino,clinical problems,1  
N89 Otros trastornos no inflamatorios de la vagina,clinical problems,1  
N90 Otros trastornos no inflamatorios de la vulva y del periné,clinical problems,1  
N91 Menstruación ausente escasa o poco frecuente,clinical problems,1
N92 Menstruación excesiva frecuente e irregular,clinical problems,1 
N93 Otros sangrados uterinos y vaginales anormales,clinical problems,1  
N94 Dolor y otros trastornos relacionados con los órganos genitales femeninos y el ciclo menstrual,clinical problems,1  
N95 Otros trastornos menopáusicos y perimenopáusicos,clinical problems,1  
N96 Pérdida habitual del embarazo,clinical problems,1  
N97 Infertilidad femenina,clinical problems,1  
N98 Complicaciones asociadas a la fecundación artificial,clinical problems,1  
N99 Trastornos del aparato genitourinario posteriores a procedimientos, no clasificados en otra parte,clinical problems,1  
O00 Embarazo ectópico,clinical problems,1  
O01 Mola hidatiforme,clinical problems,1  
O02 Otros productos anormales de la concepción,clinical problems,1  
O03 Aborto espontáneo,clinical problems,1  
O04 Aborto provocado por razones médicas y legales,clinical problems,1  
O05 Otros tipos de aborto provocado,clinical problems,1  
O06 Aborto no especificado,clinical problems,1  
O07 Fracaso de intento de aborto,clinical problems,1  
O08 Complicaciones posteriores a un aborto y embarazo ectópico o molar,clinical problems,1  
O10 Hipertensión preexistente con embarazo parto y puerperio,clinical problems,1  
O11 Trastornos hipertensivos preexistentes con proteinuria superpuesta,clinical problems,1  
O12 Edema proteinuria y trastornos hipertensivos del embarazo parto y puerperio,clinical problems,1  
O13 Hipertensión gestacional sin proteinuria,clinical problems,1  
O14 Preeclampsia,clinical problems,1  
O15 Eclampsia,clinical problems,1  
O16 Trastorno hipertensivo no especificado en el embarazo parto y puerperio,clinical problems,1  
O20 Hemorragia en el embarazo temprano,clinical problems,1  
O21 Hiperemesis gravídica,clinical problems,1  
O22 Complicaciones venosas en el embarazo,clinical problems,1  
O23 Infección del tracto urinario en el embarazo,clinical problems,1  
O24 Diabetes mellitus en el embarazo,clinical problems,1  
O25 Desnutrición en el embarazo,clinical problems,1  
O26 Trastornos relacionados con el embarazo en general,clinical problems,1  
O28 Resultados anormales en exámenes prenatales,clinical problems,1  
O29 Complicaciones de la anestesia administrada durante el embarazo,clinical problems,1  
O30 Embarazo múltiple,clinical problems,1  
O31 Otras complicaciones específicas del embarazo múltiple,clinical problems,1  
O32 Madre con presentación anormal del feto,clinical problems,1  
O33 Madre con desproporción entre feto y pelvis,clinical problems,1  
O34 Madre con anomalías de los órganos pélvicos,clinical problems,1  
O35 Madre con sospecha de daño fetal,clinical problems,1  
O36 Otras afecciones maternas relacionadas con el feto,clinical problems,1  
O40 Polihidramnios,clinical problems,1  
O41 Trastornos de las membranas amnióticas,clinical problems,1  
O42 Ruptura prematura de membranas,clinical problems,1  
O43 Trastornos de la placenta,clinical problems,1  
O44 Placenta previa,clinical problems,1  
O45 Desprendimiento prematuro de placenta,clinical problems,1  
O46 Hemorragia anteparto no clasificada en otra parte,clinical problems,1  
O47 Falso trabajo de parto,clinical problems,1  
O48 Embarazo prolongado,clinical problems,1  
O60 Trabajo de parto prematuro,clinical problems,1  
O61 Fracaso en la inducción del trabajo de parto,clinical problems,1  
O62 Anormalidades en la contracción uterina,clinical problems,1  
O63 Trabajo de parto prolongado,clinical problems,1  
O64 Obstrucción del trabajo de parto por presentación anormal,clinical problems,1  
O65 Obstrucción del trabajo de parto por desproporción,clinical problems,1  
O66 Otras formas de trabajo de parto obstruido,clinical problems,1  
O67 Hemorragia durante el trabajo de parto,clinical problems,1  
O68 Trastornos fetales durante el trabajo de parto,clinical problems,1  
O69 Complicaciones relacionadas con el cordón umbilical,clinical problems,1  
O70 Desgarro del periné durante el parto,clinical problems,1  
O71 Otros traumatismos obstétricos durante el parto,clinical problems,1  
O72 Hemorragia posparto,clinical problems,1  
O73 Retención de placenta o membranas sin hemorragia,clinical problems,1  
O74 Complicaciones de la anestesia administrada durante el trabajo de parto y el parto,clinical problems,1  
O75 Otras complicaciones del trabajo de parto y del parto no clasificadas en otra parte,clinical problems,1  
O80 Parto único espontáneo,clinical problems,1  
O81 Parto único asistido con fórceps o ventosa,clinical problems,1  
O82 Parto único por cesárea,clinical problems,1  
O83 Otros tipos de parto único asistido,clinical problems,1  
O84 Parto múltiple,clinical problems,1  
O85 Sepsis puerperal,clinical problems,1  
O86 Otras infecciones puerperales,clinical problems,1  
O87 Complicaciones venosas puerperales,clinical problems,1  
O88 Embolia obstétrica,clinical problems,1  
O89 Complicaciones de la anestesia durante el puerperio,clinical problems,1  
O90 Complicaciones del puerperio no clasificadas en otra parte,clinical problems,1  
O91 Infecciones de la mama relacionadas con el parto,clinical problems,1  
O92 Otras afecciones de la mama y de la lactancia,clinical problems,1  
O95 Muerte materna por causas obstétricas no especificadas,clinical problems,1  
O96 Muerte materna por causas obstétricas más de 42 días después del parto,clinical problems,1  
O97 Muerte materna por secuelas de causas obstétricas directas,clinical problems,1  
O98 Enfermedades infecciosas y parasitarias maternas clasificadas en otra parte,clinical problems,1  
O99 Otras enfermedades maternas no clasificadas en otra parte,clinical problems,1  
P00 Feto y recién nacido afectados por enfermedades maternas que pueden estar relacionadas con el embarazo,clinical problems,1  
P01 Feto y recién nacido afectados por complicaciones maternas del embarazo,clinical problems,1  
P02 Feto y recién nacido afectados por complicaciones de la placenta el cordón umbilical y las membranas,clinical problems,1  
P03 Feto y recién nacido afectados por otros trastornos del parto y del trabajo de parto,clinical problems,1  
P04 Feto y recién nacido afectados por influencias nocivas transmitidas por la placenta o la leche materna,clinical problems,1  
P05 Trastornos relacionados con una duración corta de la gestación y con bajo peso al nacer no clasificados en otra parte,clinical problems,1  
P06 Trastornos relacionados con una duración prolongada de la gestación y con exceso de peso al nacer,clinical problems,1  
P07 Trastornos relacionados con la duración corta de la gestación y bajo peso al nacer,clinical problems,1  
P08 Trastornos relacionados con la duración prolongada de la gestación y el exceso de peso al nacer,clinical problems,1  
P10 Hemorragia intracraneal de origen natal,clinical problems,1  
P11 Otras lesiones del sistema nervioso central de origen natal,clinical problems,1  
P12 Lesiones del cuero cabelludo de origen natal,clinical problems,1  
P13 Lesiones del esqueleto de origen natal,clinical problems,1  
P14 Lesiones de los nervios periféricos de origen natal,clinical problems,1  
P15 Otras lesiones de origen natal,clinical problems,1  
P20 Hipoxia intrauterina,clinical problems,1  
P21 Asfixia al nacer,clinical problems,1  
P22 Insuficiencia respiratoria del recién nacido,clinical problems,1  
P23 Neumonía congénita,clinical problems,1  
P24 Aspiración neonatal de meconio y otros líquidos,clinical problems,1  
P25 Enfermedades respiratorias de origen perinatal,clinical problems,1  
P26 Hemorragia pulmonar neonatal,clinical problems,1  
P27 Otras enfermedades respiratorias del período perinatal,clinical problems,1  
P28 Otros trastornos respiratorios del recién nacido,clinical problems,1  
P29 Trastornos cardiovasculares originados en el período perinatal,clinical problems,1  
P35 Enfermedades virales congénitas,clinical problems,1  
P36 Sepsis bacteriana del recién nacido,clinical problems,1  
P37 Otras enfermedades infecciosas y parasitarias congénitas,clinical problems,1  
P38 Onfalitis del recién nacido con o sin hemorragia leve,clinical problems,1  
P39 Otras infecciones específicas del período perinatal,clinical problems,1  
P50 Pérdida de sangre fetal,clinical problems,1  
P51 Hemorragia del cordón umbilical,clinical problems,1  
P52 Hemorragia intracraneal no traumática del feto y del recién nacido,clinical problems,1  
P53 Trastornos hemorrágicos fetales y neonatales,clinical problems,1  
P54 Otros trastornos hemorrágicos del feto y del recién nacido,clinical problems,1  
P55 Enfermedad hemolítica del feto y del recién nacido,clinical problems,1  
P56 Hidropesía fetal debida a enfermedad hemolítica,clinical problems,1  
P57 Ictericia nuclear,clinical problems,1  
P58 Ictericia neonatal debida a otras causas hemolíticas,clinical problems,1  
P59 Ictericia neonatal por otras causas y por causas no especificadas,clinical problems,1  
P60 Trastornos del metabolismo del recién nacido,clinical problems,1  
P61 Otros trastornos hematológicos del recién nacido,clinical problems,1  
P62 Otros trastornos del metabolismo del recién nacido,clinical problems,1  
P70 Trastornos endocrinos transitorios del recién nacido,clinical problems,1  
P71 Trastornos transitorios del metabolismo de los minerales del recién nacido,clinical problems,1  
P72 Otros trastornos endocrinos y del metabolismo del recién nacido,clinical problems,1  
P74 Otros trastornos de la regulación térmica del recién nacido,clinical problems,1  
P75 Obstrucción intestinal del recién nacido,clinical problems,1  
P76 Otros trastornos digestivos del recién nacido,clinical problems,1  
P77 Enterocolitis necrosante del recién nacido,clinical problems,1  
P78 Otras enfermedades del aparato digestivo del recién nacido,clinical problems,1  
P80 Hipotermia del recién nacido,clinical problems,1  
P81 Otros trastornos de la regulación de la temperatura del recién nacido,clinical problems,1  
P83 Otros trastornos del recién nacido,clinical problems,1  
P84 Otros signos y síntomas que afectan al recién nacido,clinical problems,1  
P90 Convulsiones del recién nacido,clinical problems,1  
P91 Otros trastornos del sistema nervioso central del recién nacido,clinical problems,1  
P92 Trastornos de la alimentación del recién nacido,clinical problems,1  
P93 Reacciones adversas y accidentes debidos a inmunización del recién nacido,clinical problems,1  
P94 Trastornos del tono muscular del recién nacido,clinical problems,1  
P95 Muerte fetal de causa no especificada,clinical problems,1  
P96 Otras afecciones originadas en el período perinatal,clinical problems,1  
Q00 Anencefalia y malformaciones similares,clinical problems,1  
Q01 Encefalocele,clinical problems,1  
Q02 Microcefalia,clinical problems,1  
Q03 Hidrocefalia congénita,clinical problems,1  
Q04 Otras malformaciones congénitas del cerebro,clinical problems,1  
Q05 Espina bífida,clinical problems,1  
Q06 Otras malformaciones congénitas de la médula espinal,clinical problems,1  
Q07 Otras malformaciones congénitas del sistema nervioso,clinical problems,1  
Q10 Malformaciones congénitas de los párpados aparato lagrimal y órbita,clinical problems,1  
Q11 Anoftalmía microftalmía y macroftalmía,clinical problems,1  
Q12 Malformaciones congénitas del cristalino,clinical problems,1  
Q13 Malformaciones congénitas de la cámara anterior del ojo,clinical problems,1  
Q14 Malformaciones congénitas de la retina el nervio óptico y otras partes del ojo,clinical problems,1  
Q15 Otras malformaciones congénitas del ojo,clinical problems,1  
Q16 Malformaciones congénitas del oído que causan deterioro de la audición,clinical problems,1  
Q17 Otras malformaciones congénitas del oído,clinical problems,1  
Q18 Otras malformaciones congénitas de cara y cuello,clinical problems,1  
Q20 Malformaciones congénitas de las cavidades cardíacas y de las conexiones,clinical problems,1  
Q21 Malformaciones congénitas de los tabiques cardíacos,clinical problems,1  
Q22 Malformaciones congénitas de las válvulas cardíacas,clinical problems,1  
Q23 Otras malformaciones congénitas del corazón,clinical problems,1  
Q24 Otras malformaciones congénitas del corazón,clinical problems,1  
Q25 Malformaciones congénitas de grandes vasos,clinical problems,1  
Q26 Malformaciones congénitas de las arterias y venas pulmonares,clinical problems,1  
Q27 Otras malformaciones congénitas del sistema circulatorio periférico,clinical problems,1  
Q28 Otras malformaciones congénitas del sistema circulatorio,clinical problems,1  
Q30 Malformaciones congénitas de la nariz,clinical problems,1  
Q31 Malformaciones congénitas de la laringe,clinical problems,1  
Q32 Malformaciones congénitas de la tráquea y los bronquios,clinical problems,1  
Q33 Malformaciones congénitas de los pulmones,clinical problems,1  
Q34 Otras malformaciones congénitas del aparato respiratorio,clinical problems,1  
Q35 Fisura palatina,clinical problems,1  
Q36 Fisura labial,clinical problems,1  
Q37 Fisura labio palatina,clinical problems,1  
Q38 Otras malformaciones congénitas de la lengua boca y faringe,clinical problems,1  
Q39 Otras malformaciones congénitas del aparato digestivo superior,clinical problems,1  
Q40 Malformaciones congénitas del intestino,clinical problems,1  
Q41 Ausencia atresia y estenosis congénitas del intestino,clinical problems,1  
Q42 Enfermedad de Hirschsprung y otros trastornos del colon,clinical problems,1  
Q43 Otras malformaciones congénitas del intestino,clinical problems,1  
Q44 Malformaciones congénitas de la vesícula biliar del conducto biliar y del hígado,clinical problems,1  
Q45 Otras malformaciones congénitas del aparato digestivo,clinical problems,1  
Q50 Malformaciones congénitas de los ovarios trompas y útero,clinical problems,1  
Q51 Malformaciones congénitas de otros órganos genitales femeninos,clinical problems,1  
Q52 Otras malformaciones congénitas del aparato genital femenino,clinical problems,1  
Q53 Testículo no descendido,clinical problems,1  
Q54 Hipospadias,clinical problems,1  
Q55 Otras malformaciones congénitas de los órganos genitales masculinos,clinical problems,1  
Q56 Hermafroditismo y otras malformaciones del sexo genético,clinical problems,1  
Q60 Agenesia y otras malformaciones del riñón,clinical problems,1  
Q61 Enfermedad renal quística congénita,clinical problems,1  
Q62 Otras malformaciones congénitas del sistema pieloureteral,clinical problems,1  
Q63 Otras malformaciones congénitas del riñón,clinical problems,1  
Q64 Otras malformaciones congénitas del aparato urinario,clinical problems,1  
Q65 Deformidades congénitas de la cadera,clinical problems,1  
Q66 Deformidades congénitas del pie,clinical problems,1  
Q67 Deformidades congénitas de la cabeza la cara la columna vertebral y el tórax,clinical problems,1  
Q68 Otras deformidades congénitas osteomusculares,clinical problems,1  
Q69 Polidactilia,clinical problems,1  
Q70 Sindactilia,clinical problems,1  
Q71 Ausencia congénita de extremidades,clinical problems,1  
Q72 Otras reducciones congénitas de extremidades inferiores,clinical problems,1  
Q73 Reducciones congénitas no especificadas de extremidades,clinical problems,1  
Q74 Otras malformaciones congénitas del sistema osteomuscular,clinical problems,1  
Q75 Otras malformaciones congénitas de los huesos de la cabeza y de la cara,clinical problems,1  
Q76 Malformaciones congénitas de la columna vertebral y del tórax óseo,clinical problems,1  
Q77 Osteocondrodisplasias con defectos del crecimiento de los huesos largos y de la columna vertebral,clinical problems,1  
Q78 Otras osteocondrodisplasias,clinical problems,1  
Q79 Malformaciones congénitas de los músculos y del diafragma,clinical problems,1  
Q80 Ictiosis congénita,clinical problems,1  
Q81 Epidermólisis ampollosa,clinical problems,1  
Q82 Otras malformaciones congénitas de la piel,clinical problems,1  
Q83 Malformaciones congénitas de la mama,clinical problems,1  
Q84 Otras malformaciones congénitas del tegumento,clinical problems,1  
Q85 Facomatosis no clasificada en otra parte,clinical problems,1  
Q86 Síndromes malformativos debidos a causas conocidas exógenas,clinical problems,1  
Q87 Síndromes malformativos con anomalías predominantemente de la cara,clinical problems,1  
Q88 Otros síndromes malformativos especificados,clinical problems,1  
Q89 Malformaciones congénitas de otras localizaciones y las no especificadas,clinical problems,1  
Q90 Síndrome de Down,clinical problems,1  
Q91 Síndrome de Edwards y de Patau,clinical problems,1  
Q92 Otras trisomías autosómicas y trisomías parciales,clinical problems,1  
Q93 Monosomías y deleciones autosómicas,clinical problems,1  
Q95 Reordenamientos equilibrados y marcadores estructurales,clinical problems,1  
Q96 Síndrome de Turner,clinical problems,1  
Q97 Síndrome de Klinefelter,clinical problems,1  
Q98 Otras anomalías de los cromosomas sexuales no clasificadas en otra parte,clinical problems,1  
Q99 Otras anomalías cromosómicas no clasificadas en otra parte,clinical problems,1  
R00 Anomalías del latido cardíaco,clinical problems,1  
R01 Soplos y otros ruidos cardíacos,clinical problems,1  
R02 Gangrena no clasificada en otra parte,clinical problems,1  
R03 Lectura anormal de la presión arterial sin diagnóstico,clinical problems,1  
R04 Hemorragia de las vías respiratorias,clinical problems,1  
R05 Tos,clinical problems,1  
R06 Anomalías de la respiración,clinical problems,1  
R07 Dolor de garganta y pecho,clinical problems,1  
R09 Otros síntomas y signos que afectan al aparato circulatorio y respiratorio,clinical problems,1  
R10 Dolor abdominal y pélvico,clinical problems,1  
R11 Náuseas y vómitos,clinical problems,1  
R12 Acidez,clinical problems,1  
R13 Trastornos de la deglución,clinical problems,1  
R14 Flatulencia y afecciones conexas,clinical problems,1  
R15 Incontinencia fecal,clinical problems,1  
R16 Hepatomegalia y esplenomegalia no clasificadas en otra parte,clinical problems,1  
R17 Ictericia no clasificada en otra parte,clinical problems,1  
R18 Ascitis,clinical problems,1  
R19 Otros síntomas y signos que afectan al aparato digestivo y al abdomen,clinical problems,1  
R20 Trastornos de la sensibilidad cutánea,clinical problems,1  
R21 Erupción y otras erupciones cutáneas no especificadas,clinical problems,1  
R22 Tumefacción masa o bulto localizado en la piel y el tejido subcutáneo,clinical problems,1  
R23 Otras alteraciones cutáneas,clinical problems,1  
R25 Movimientos involuntarios anormales,clinical problems,1  
R26 Anomalías de la marcha y de la movilidad,clinical problems,1  
R27 Otras anomalías de la coordinación,clinical problems,1  
R29 Otros síntomas y signos que afectan al sistema nervioso y musculoesquelético,clinical problems,1  
R30 Dolor asociado a la micción,clinical problems,1  
R31 Hematuria no especificada,clinical problems,1  
R32 Incontinencia urinaria no especificada,clinical problems,1  
R33 Retención urinaria,clinical problems,1  
R34 Anuria y oliguria,clinical problems,1  
R35 Poliuria,clinical problems,1  
R36 Secreción uretral,clinical problems,1  
R39 Otros síntomas y signos que afectan al aparato urinario,clinical problems,1  
R40 Somnolencia estupor y coma,clinical problems,1  
R41 Otros síntomas y signos que afectan al conocimiento la percepción la orientación y el estado emocional,clinical problems,1  
R42 Mareo y trastornos del equilibrio,clinical problems,1  
R43 Trastornos del olfato y del gusto,clinical problems,1  
R44 Otros síntomas y signos que afectan a las sensaciones y a la percepción general,clinical problems,1  
R45 Síntomas y signos que afectan al estado emocional,clinical problems,1  
R46 Síntomas y signos que afectan a la apariencia y el comportamiento,clinical problems,1  
R47 Trastornos del habla,clinical problems,1  
R48 Otros síntomas y signos que afectan al habla y al lenguaje,clinical problems,1  
R49 Trastornos de la voz,clinical problems,1  
R50 Fiebre de origen desconocido,clinical problems,1  
R51 Cefalea,clinical problems,1  
R52 Dolor no clasificado en otra parte,clinical problems,1  
R53 Malestar y fatiga,clinical problems,1  
R54 Senilidad,clinical problems,1  
R55 Síncope y colapso,clinical problems,1  
R56 Convulsiones no epilépticas,clinical problems,1  
R57 Shock no clasificado en otra parte,clinical problems,1  
R58 Hemorragia no clasificada en otra parte,clinical problems,1  
R59 Adenopatía,clinical problems,1  
R60 Edema no clasificado en otra parte,clinical problems,1  
R61 Hiperhidrosis,clinical problems,1  
R62 Trastornos del crecimiento físico,clinical problems,1  
R63 Síntomas y signos relacionados con la alimentación y la ingestión de líquidos,clinical problems,1  
R64 Caquexia,clinical problems,1  
R68 Otros síntomas y signos generales,clinical problems,1  
R69 Causas desconocidas y no especificadas de morbilidad,clinical problems,1  
R70 Anomalías del eritrosedimentación y de la viscosidad plasmática,clinical problems,1  
R71 Anomalías de los glóbulos rojos,clinical problems,1  
R72 Anomalías del glóbulo blanco,clinical problems,1  
R73 Resultados anormales de la glucemia,clinical problems,1  
R74 Resultados anormales de la función hepática,clinical problems,1  
R75 Evidencia de infección por virus de inmunodeficiencia humana,clinical problems,1  
R76 Otras respuestas inmunológicas anormales de laboratorio,clinical problems,1  
R77 Otras alteraciones del plasma,clinical problems,1  
R78 Presencia de drogas y otras sustancias anormales en la sangre,clinical problems,1  
R79 Otros hallazgos anormales de sangre química,clinical problems,1  
R80 Proteinuria aislada,clinical problems,1  
R81 Glucosuria,clinical problems,1  
R82 Hallazgos anormales en el examen de orina,clinical problems,1  
R83 Hallazgos anormales en el examen de líquido cefalorraquídeo,clinical problems,1  
R84 Hallazgos anormales en el examen de otros líquidos corporales,clinical problems,1  
R85 Hallazgos anormales en el examen de material de tubo digestivo o de respiratorio,clinical problems,1  
R86 Hallazgos anormales en el examen de semen de vagina y de piel,clinical problems,1  
R87 Hallazgos anormales en el examen citológico y de otro tipo de material,clinical problems,1  
R89 Hallazgos anormales en estudios de imágenes de otras partes del cuerpo,clinical problems,1  
R90 Hallazgos anormales en estudios por imágenes del sistema nervioso central,clinical problems,1  
R91 Hallazgos anormales en estudios por imágenes de pulmón,clinical problems,1  
R92 Hallazgos anormales en estudios por imágenes de mama,clinical problems,1  
R93 Hallazgos anormales en estudios por imágenes de otras partes específicas del cuerpo,clinical problems,1  
R94 Resultados anormales en estudios funcionales,clinical problems,1  
R95 Muerte súbita del lactante,clinical problems,1  
R96 Otras muertes súbitas de causa desconocida,clinical problems,1  
R98 Muerte sin asistencia,clinical problems,1  
R99 Otras causas mal definidas y las no especificadas de mortalidad,clinical problems,1  
S00 Traumatismo superficial de la cabeza,clinical problems,1  
S01 Herida de la cabeza,clinical problems,1  
S02 Fractura de cráneo y de huesos de la cara,clinical problems,1  
S03 Luxación esguince y distensión de articulaciones y ligamentos de la cabeza,clinical problems,1  
S04 Traumatismo de nervios craneales,clinical problems,1  
S05 Traumatismo del ojo y de la órbita,clinical problems,1  
S06 Traumatismo intracraneal,clinical problems,1  
S07 Traumatismos aplastantes de la cabeza,clinical problems,1  
S08 Amputación traumática de parte de la cabeza,clinical problems,1  
S09 Otros traumatismos de la cabeza y los no especificados,clinical problems,1  
S10 Traumatismo superficial del cuello,clinical problems,1  
S11 Herida del cuello,clinical problems,1  
S12 Fractura de vértebras cervicales,clinical problems,1  
S13 Luxación esguince y distensión de articulaciones y ligamentos del cuello,clinical problems,1  
S14 Traumatismo de nervios del cuello y del plexo braquial,clinical problems,1  
S15 Traumatismo de vasos sanguíneos del cuello,clinical problems,1  
